,Flow,Flow,Flow,Flow,Flow,Flow,Flow,Flow,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow
2016-09-14,1.306,0.044,8.189,2.648,0.35,0.084,12.221,8.834,0.09,0.001,2.904,0.653,0.179,0.094,3.564,0.0,1.396,0.044,11.094,3.301,0.529,0.178,15.785,8.834
2016-09-15,1.233,0.044,7.331,2.046,0.32,0.086,10.58,7.424,0.09,0.001,2.873,0.653,0.18,0.095,3.532,0.0,1.322,0.044,10.203,2.699,0.5,0.18,14.112,7.424
2016-09-16,1.223,0.043,7.112,1.907,0.811,0.104,10.171,26.827,0.09,0.001,2.844,0.653,0.181,0.097,3.504,0.0,1.312,0.044,9.956,2.56,0.992,0.202,13.675,26.827
2016-09-17,1.333,0.04,18.308,17.234,2.18,0.523,34.822,37.413,0.089,0.001,2.821,0.653,0.182,0.105,3.481,0.0,1.422,0.04,21.129,17.888,2.362,0.628,38.303,37.413
2016-09-18,1.242,0.04,10.705,4.941,0.977,0.317,17.319,24.62,0.089,0.001,2.803,0.653,0.183,0.116,3.462,0.0,1.331,0.041,13.508,5.594,1.16,0.433,20.781,24.62
2016-09-19,1.271,0.04,10.612,4.841,0.747,0.261,17.123,19.25,0.089,0.001,2.789,0.653,0.184,0.131,3.448,0.0,1.359,0.04,13.401,5.494,0.931,0.392,20.571,19.25
2016-09-20,1.246,0.039,9.565,3.801,0.625,0.251,14.957,15.444,0.089,0.001,2.779,0.653,0.185,0.15,3.438,0.0,1.335,0.04,12.344,4.454,0.811,0.401,18.395,15.444
2016-09-21,1.108,0.038,8.5,2.887,0.53,0.242,12.827,12.491,0.088,0.001,2.773,0.653,0.187,0.172,3.432,0.0,1.197,0.039,11.273,3.54,0.717,0.414,16.259,12.491
2016-09-22,1.06,0.037,8.112,2.59,0.466,0.239,12.071,10.957,0.088,0.001,2.77,0.653,0.188,0.197,3.429,0.0,1.148,0.038,10.882,3.243,0.654,0.435,15.5,10.957
2016-09-23,1.041,0.037,7.586,2.216,0.415,0.239,11.062,10.034,0.088,0.001,2.771,0.653,0.19,0.224,3.43,0.0,1.129,0.038,10.357,2.868,0.605,0.463,14.492,10.034
2016-09-24,1.066,0.035,7.193,1.958,0.381,0.241,10.323,9.52,0.087,0.001,2.774,0.653,0.191,0.253,3.433,0.0,1.153,0.036,9.967,2.61,0.572,0.495,13.756,9.52
2016-09-25,1.285,0.035,6.986,1.829,0.401,0.092,9.938,9.566,0.087,0.001,2.779,0.652,0.193,0.285,3.438,0.0,1.372,0.036,9.766,2.482,0.594,0.377,13.376,9.566
2016-09-26,2.298,0.035,7.816,2.375,0.526,0.158,11.501,9.967,0.087,0.001,2.787,0.652,0.195,0.318,3.445,0.0,2.385,0.037,10.603,3.028,0.72,0.476,14.946,9.967
2016-09-27,2.805,0.034,7.97,2.486,0.545,0.236,11.797,10.326,0.086,0.001,2.796,0.652,0.197,0.352,3.455,0.0,2.892,0.035,10.766,3.138,0.741,0.588,15.252,10.326
2016-09-28,2.359,0.032,8.599,2.966,0.562,0.174,13.022,10.06,0.086,0.001,2.806,0.652,0.199,0.387,3.465,0.0,2.445,0.033,11.405,3.619,0.76,0.561,16.487,10.06
2016-09-29,2.146,0.032,8.104,2.584,0.529,0.133,12.055,9.439,0.086,0.001,2.818,0.652,0.201,0.423,3.477,0.0,2.232,0.033,10.922,3.236,0.73,0.557,15.532,9.439
2016-09-30,2.034,0.032,8.134,2.607,0.493,0.156,12.114,9.125,0.085,0.001,2.83,0.653,0.203,0.459,3.489,0.0,2.12,0.033,10.964,3.259,0.696,0.615,15.603,9.125
2016-10-01,2.266,0.033,7.028,1.855,0.461,0.147,10.015,8.966,0.085,0.002,2.835,0.653,0.205,0.496,3.495,0.0,2.351,0.035,9.863,2.507,0.666,0.643,13.51,8.966
2016-10-02,2.29,0.032,6.893,1.773,0.446,0.141,9.766,8.872,0.085,0.002,2.848,0.653,0.207,0.532,3.507,0.0,2.375,0.034,9.741,2.426,0.653,0.673,13.273,8.872
2016-10-03,2.134,0.032,6.699,1.659,0.476,0.143,9.41,8.716,0.085,0.002,2.859,0.654,0.21,0.567,3.519,0.0,2.218,0.034,9.559,2.313,0.685,0.71,12.929,8.716
2016-10-04,2.017,0.031,6.49,1.54,0.451,0.148,9.028,8.387,0.084,0.002,2.87,0.654,0.212,0.602,3.531,0.0,2.101,0.032,9.36,2.195,0.664,0.75,12.559,8.387
2016-10-05,1.996,0.03,5.979,1.273,0.436,0.158,8.114,8.285,0.084,0.002,2.88,0.655,0.215,0.635,3.541,0.0,2.08,0.031,8.859,1.927,0.651,0.793,11.655,8.285
2016-10-06,2.129,0.027,6.195,1.383,0.466,0.154,8.499,8.65,0.084,0.002,2.889,0.656,0.218,0.667,3.551,0.0,2.213,0.029,9.084,2.038,0.684,0.821,12.05,8.65
2016-10-07,2.849,0.026,7.455,2.128,0.489,0.224,10.815,8.881,0.084,0.002,2.895,0.656,0.22,0.697,3.558,0.0,2.933,0.028,10.351,2.784,0.71,0.921,14.373,8.881
2016-10-08,2.569,0.025,7.576,2.209,0.442,0.231,11.043,8.237,0.084,0.002,2.899,0.657,0.223,0.724,3.563,0.0,2.653,0.027,10.475,2.866,0.666,0.955,14.606,8.237
2016-10-09,2.346,0.022,7.333,2.048,0.412,0.199,10.585,7.71,0.084,0.002,2.901,0.659,0.226,0.75,3.566,0.0,2.43,0.024,10.235,2.706,0.638,0.948,14.151,7.71
2016-10-10,2.206,0.02,8.684,3.035,0.362,0.209,13.19,7.056,0.084,0.002,2.9,0.66,0.229,0.772,3.567,0.0,2.29,0.023,11.584,3.695,0.592,0.981,16.757,7.056
2016-10-11,2.051,0.02,10.928,5.183,0.319,0.195,17.789,6.777,0.084,0.002,2.896,0.662,0.232,0.792,3.564,0.0,2.135,0.023,13.823,5.845,0.551,0.987,21.353,6.777
2016-10-12,4.22,0.022,11.726,6.107,0.509,0.121,19.498,8.075,0.084,0.002,2.888,0.663,0.236,0.807,3.558,0.0,4.304,0.024,14.613,6.77,0.744,0.929,23.056,8.075
2016-10-13,4.788,0.021,11.992,6.435,0.492,0.236,20.077,7.688,0.084,0.002,2.876,0.665,0.239,0.82,3.548,0.0,4.872,0.024,14.868,7.101,0.731,1.056,23.625,7.688
2016-10-14,12.073,0.019,13.515,8.5,1.138,0.163,23.456,11.937,0.084,0.003,2.86,0.667,0.242,0.828,3.534,0.0,12.157,0.022,16.374,9.167,1.381,0.991,26.99,11.937
2016-10-15,25.213,0.021,17.141,14.783,1.32,0.643,31.96,11.767,0.084,0.003,2.839,0.67,0.246,0.832,3.516,0.0,25.297,0.023,19.98,15.453,1.566,1.475,35.476,11.767
2016-10-16,15.085,0.019,16.097,12.771,0.982,0.279,29.45,10.367,0.085,0.003,2.816,0.673,0.25,0.833,3.495,0.0,15.169,0.021,18.912,13.444,1.232,1.112,32.945,10.367
2016-10-17,9.061,0.021,15.45,11.608,0.79,0.206,27.92,9.352,0.085,0.003,2.792,0.677,0.255,0.835,3.477,0.0,9.146,0.024,18.242,12.286,1.045,1.04,31.397,9.352
2016-10-18,6.523,0.018,14.964,10.776,0.688,0.184,26.783,8.817,0.085,0.003,2.768,0.683,0.262,0.836,3.459,0.0,6.608,0.021,17.733,11.46,0.95,1.02,30.242,8.817
2016-10-19,5.264,0.015,15.082,10.975,0.691,0.172,27.058,9.226,0.086,0.003,2.745,0.691,0.27,0.837,3.443,0.0,5.35,0.018,17.827,11.666,0.961,1.01,30.501,9.226
2016-10-20,7.641,0.021,16.717,13.947,0.833,0.108,30.936,9.914,0.087,0.003,2.721,0.699,0.278,0.839,3.427,0.0,7.728,0.024,19.438,14.646,1.111,0.947,34.363,9.914
2016-10-21,22.799,0.027,18.355,17.336,0.938,0.29,34.937,10.092,0.087,0.003,2.697,0.709,0.288,0.84,3.413,0.0,22.887,0.03,21.051,18.045,1.226,1.13,38.35,10.092
2016-10-22,20.91,0.025,17.008,14.518,0.792,0.171,31.638,9.316,0.088,0.003,2.673,0.719,0.298,0.841,3.4,0.0,20.999,0.027,19.681,15.237,1.09,1.012,35.038,9.316
2016-10-23,14.328,0.024,15.997,12.587,0.694,0.146,29.212,8.497,0.089,0.003,2.65,0.73,0.309,0.842,3.389,0.0,14.417,0.027,18.646,13.317,1.004,0.988,32.601,8.497
2016-10-24,10.265,0.024,15.498,11.692,0.622,0.149,28.032,7.897,0.09,0.003,2.627,0.743,0.321,0.843,3.378,0.0,10.355,0.027,18.125,12.434,0.942,0.993,31.41,7.897
2016-10-25,8.132,0.025,15.371,11.471,0.559,0.159,27.735,7.408,0.091,0.003,2.604,0.755,0.333,0.845,3.368,0.0,8.223,0.028,17.976,12.226,0.892,1.004,31.103,7.408
2016-10-26,9.848,0.024,15.965,12.529,0.688,0.191,29.137,8.071,0.092,0.003,2.582,0.768,0.346,0.846,3.359,0.0,9.94,0.027,18.547,13.297,1.034,1.037,32.496,8.071
2016-10-27,10.773,0.025,16.245,13.046,0.63,0.252,29.803,7.507,0.093,0.003,2.561,0.782,0.359,0.847,3.352,0.0,10.866,0.028,18.805,13.828,0.989,1.099,33.155,7.507
2016-10-28,11.937,0.025,15.578,11.834,0.573,0.202,28.222,7.513,0.094,0.003,2.54,0.796,0.372,0.848,3.345,0.0,12.031,0.028,18.118,12.63,0.945,1.051,31.567,7.513
2016-10-29,35.707,0.027,17.952,16.463,0.844,0.382,33.942,8.882,0.095,0.003,2.519,0.81,0.385,0.849,3.339,0.0,35.802,0.03,20.471,17.273,1.229,1.232,37.281,8.882
2016-10-30,28.875,0.026,17.845,16.236,0.828,0.48,33.68,8.916,0.097,0.003,2.5,0.824,0.398,0.851,3.334,0.0,28.972,0.029,20.345,17.061,1.226,1.331,37.014,8.916
2016-10-31,20.432,0.026,16.716,13.945,0.711,0.335,30.934,8.544,0.098,0.003,2.482,0.838,0.411,0.852,3.33,0.0,20.53,0.029,19.198,14.783,1.122,1.187,34.264,8.544
2016-11-01,14.879,0.026,16.517,13.561,0.638,0.274,30.455,8.042,0.099,0.003,2.459,0.853,0.424,0.853,3.32,0.0,14.978,0.029,18.976,14.414,1.062,1.127,33.775,8.042
2016-11-02,14.791,0.026,16.743,13.997,0.685,0.318,30.999,8.179,0.1,0.003,2.442,0.866,0.437,0.854,3.318,0.0,14.891,0.029,19.185,14.864,1.122,1.173,34.317,8.179
2016-11-03,12.44,0.025,16.256,13.067,0.62,0.225,29.83,8.028,0.102,0.003,2.427,0.88,0.449,0.856,3.317,0.0,12.542,0.028,18.683,13.947,1.069,1.081,33.147,8.028
2016-11-04,10.351,0.023,17.305,15.115,0.595,0.208,32.359,8.162,0.103,0.003,2.413,0.893,0.461,0.857,3.316,0.0,10.453,0.026,19.718,16.008,1.056,1.065,35.675,8.162
2016-11-05,8.546,0.021,16.554,13.632,0.538,0.185,30.544,7.577,0.104,0.003,2.4,0.906,0.473,0.858,3.316,0.0,8.65,0.025,18.954,14.538,1.011,1.043,33.86,7.577
2016-11-06,7.473,0.023,16.043,12.673,0.502,0.163,29.323,7.331,0.106,0.003,2.389,0.918,0.484,0.86,3.317,0.0,7.579,0.026,18.432,13.59,0.986,1.023,32.64,7.331
2016-11-07,7.006,0.025,15.793,12.216,0.52,0.159,28.728,7.188,0.107,0.003,2.379,0.929,0.494,0.861,3.319,0.0,7.113,0.029,18.171,13.145,1.014,1.02,32.047,7.188
2016-11-08,7.329,0.024,15.287,11.325,0.459,0.16,27.537,6.849,0.108,0.003,2.371,0.939,0.503,0.863,3.321,0.0,7.437,0.027,17.658,12.264,0.962,1.023,30.858,6.849
2016-11-09,6.848,0.024,15.469,11.642,0.492,0.165,27.965,6.93,0.11,0.003,2.364,0.949,0.512,0.865,3.324,0.0,6.958,0.027,17.833,12.591,1.004,1.03,31.289,6.93
2016-11-10,5.952,0.023,16.037,12.661,0.634,0.194,29.308,7.047,0.111,0.003,2.359,0.957,0.519,0.866,3.328,0.0,6.063,0.027,18.396,13.618,1.153,1.06,32.636,7.047
2016-11-11,11.858,0.025,16.067,12.717,0.768,0.074,29.38,9.483,0.112,0.003,2.356,0.964,0.525,0.868,3.332,0.0,11.971,0.028,18.423,13.681,1.293,0.942,32.712,9.483
2016-11-12,155.339,0.051,22.704,28.444,3.21,0.4,46.078,23.59,0.114,0.003,2.355,0.97,0.53,0.87,3.337,0.0,155.452,0.054,25.058,29.414,3.741,1.27,49.415,23.59
2016-11-13,98.447,0.038,16.147,12.864,2.125,0.319,29.57,17.225,0.115,0.003,2.355,0.975,0.534,0.872,3.342,0.0,98.562,0.041,18.502,13.839,2.659,1.191,32.912,17.225
2016-11-14,55.02,0.034,14.003,9.232,1.782,0.302,24.565,14.736,0.116,0.003,2.358,0.978,0.536,0.874,3.348,0.0,55.136,0.037,16.361,10.21,2.318,1.176,27.913,14.736
2016-11-15,49.939,0.036,14.827,10.548,2.736,0.345,26.464,15.149,0.117,0.003,2.363,0.979,0.537,0.876,3.354,0.0,50.056,0.039,17.19,11.527,3.273,1.222,29.818,15.149
2016-11-16,56.309,0.036,16.108,12.791,2.802,0.451,29.476,16.103,0.119,0.003,2.375,0.98,0.537,0.88,3.368,0.0,56.429,0.039,18.483,13.771,3.34,1.331,32.844,16.103
2016-11-17,390.108,0.108,29.857,53.82,4.263,0.812,65.813,32.866,0.123,0.003,2.4,0.982,0.537,0.887,3.395,0.0,390.231,0.111,32.258,54.802,4.8,1.699,69.208,32.866
2016-11-18,234.643,0.053,46.733,152.745,3.581,1.179,117.912,33.374,0.127,0.003,2.437,0.984,0.537,0.896,3.433,0.0,234.77,0.056,49.17,153.729,4.118,2.075,121.345,33.374
2016-11-19,74.755,0.038,38.448,96.971,2.53,0.955,91.464,31.74,0.134,0.004,2.484,0.987,0.537,0.908,3.484,0.0,74.889,0.042,40.932,97.957,3.066,1.862,94.948,31.74
2016-11-20,39.451,0.035,40.323,108.342,1.931,0.856,97.313,25.161,0.141,0.004,2.542,0.99,0.536,0.922,3.544,0.0,39.592,0.039,42.865,109.332,2.467,1.778,100.857,25.161
2016-11-21,23.81,0.034,28.194,47.095,1.53,0.752,61.081,20.761,0.149,0.004,2.608,0.994,0.535,0.938,3.614,0.0,23.959,0.038,30.801,48.088,2.066,1.69,64.695,20.761
2016-11-22,16.581,0.035,26.527,40.866,1.326,0.697,56.424,17.852,0.158,0.004,2.682,0.998,0.535,0.956,3.692,0.0,16.74,0.039,29.209,41.863,1.861,1.653,60.116,17.852
2016-11-23,12.918,0.035,24.487,33.918,1.374,0.631,50.842,15.702,0.169,0.005,2.763,1.002,0.534,0.975,3.778,0.0,13.087,0.04,27.25,34.92,1.908,1.606,54.62,15.702
2016-11-24,11.746,0.036,23.261,30.095,1.446,0.616,47.554,14.272,0.179,0.005,2.851,1.007,0.533,0.996,3.87,0.0,11.925,0.041,26.111,31.101,1.978,1.613,51.424,14.272
2016-11-25,10.49,0.038,23.197,29.905,1.374,0.65,47.386,13.025,0.191,0.005,2.944,1.012,0.532,1.018,3.968,0.0,10.681,0.043,26.141,30.916,1.905,1.668,51.354,13.025
2016-11-26,8.495,0.036,22.329,27.361,1.728,0.816,45.089,13.653,0.203,0.006,3.041,1.017,0.53,1.041,4.07,0.0,8.698,0.042,25.369,28.378,2.258,1.858,49.159,13.653
2016-11-27,7.366,0.033,23.858,31.926,2.06,1.025,49.151,14.775,0.215,0.006,3.142,1.022,0.529,1.065,4.176,0.0,7.582,0.039,27.0,32.949,2.589,2.09,53.327,14.775
2016-11-28,6.014,0.03,22.236,27.097,1.369,0.961,44.845,11.965,0.228,0.007,3.245,1.028,0.528,1.09,4.285,0.0,6.242,0.037,25.481,28.125,1.897,2.05,49.13,11.965
2016-11-29,5.157,0.027,18.807,18.348,1.183,0.792,36.062,11.121,0.241,0.007,3.35,1.033,0.527,1.114,4.396,0.0,5.398,0.034,22.157,19.381,1.71,1.906,40.458,11.121
2016-11-30,4.981,0.022,16.798,14.103,1.145,0.701,31.13,9.953,0.254,0.007,3.456,1.039,0.526,1.139,4.508,0.0,5.235,0.029,20.254,15.142,1.671,1.84,35.638,9.953
2016-12-01,4.727,0.023,16.325,13.197,0.98,0.731,29.995,9.16,0.267,0.008,3.562,1.045,0.525,1.164,4.619,0.0,4.994,0.03,19.887,14.241,1.505,1.895,34.614,9.16
2016-12-02,5.24,0.028,17.688,15.905,0.908,0.409,33.294,8.916,0.28,0.008,3.668,1.05,0.524,1.189,4.73,0.0,5.52,0.036,21.355,16.955,1.431,1.598,38.024,8.916
2016-12-03,5.008,0.022,17.779,16.097,0.791,0.564,33.518,8.327,0.292,0.009,3.771,1.056,0.523,1.213,4.839,0.0,5.3,0.03,21.55,17.153,1.314,1.777,38.357,8.327
2016-12-04,4.686,0.023,17.325,15.156,0.747,0.483,32.408,8.05,0.304,0.009,3.871,1.061,0.522,1.236,4.945,0.0,4.991,0.032,21.196,16.217,1.269,1.719,37.353,8.05
2016-12-05,4.41,0.021,17.023,14.549,0.694,0.462,31.676,7.564,0.316,0.009,3.968,1.066,0.521,1.258,5.047,0.0,4.726,0.03,20.992,15.615,1.214,1.721,36.723,7.564
2016-12-06,4.068,0.021,15.607,11.885,0.673,0.481,28.29,7.355,0.327,0.01,4.06,1.072,0.52,1.28,5.144,0.0,4.396,0.03,19.668,12.957,1.193,1.761,33.434,7.355
2016-12-07,3.771,0.017,15.173,11.129,0.728,0.475,27.27,7.352,0.338,0.01,4.147,1.076,0.519,1.3,5.236,0.0,4.109,0.027,19.32,12.206,1.247,1.775,32.506,7.352
2016-12-08,4.016,0.014,15.541,11.768,1.137,0.369,28.134,7.305,0.348,0.01,4.228,1.081,0.519,1.318,5.321,0.0,4.364,0.024,19.769,12.849,1.656,1.687,33.455,7.305
2016-12-09,4.001,0.011,17.233,14.97,1.002,0.555,32.185,6.976,0.357,0.011,4.301,1.085,0.518,1.334,5.398,0.0,4.358,0.022,21.535,16.055,1.521,1.89,37.583,6.976
2016-12-10,3.705,0.012,15.64,11.943,0.947,0.48,28.367,6.77,0.365,0.011,4.367,1.089,0.518,1.349,5.467,0.0,4.069,0.023,20.006,13.032,1.465,1.829,33.834,6.77
2016-12-11,4.627,0.019,17.408,15.325,0.865,0.306,32.61,6.781,0.371,0.011,4.423,1.092,0.518,1.362,5.527,0.0,4.998,0.03,21.831,16.417,1.383,1.668,38.137,6.781
2016-12-12,5.899,0.021,17.715,15.963,0.736,0.22,33.362,6.708,0.377,0.011,4.469,1.095,0.518,1.372,5.576,0.0,6.276,0.032,22.184,17.058,1.253,1.592,38.938,6.708
2016-12-13,5.289,0.02,17.43,15.371,0.59,0.177,32.665,6.353,0.381,0.011,4.504,1.097,0.518,1.379,5.614,0.0,5.67,0.031,21.935,16.469,1.108,1.556,38.279,6.353
2016-12-14,4.561,0.019,16.473,13.477,0.51,0.125,30.349,6.004,0.384,0.011,4.528,1.099,0.519,1.384,5.639,0.0,4.945,0.031,21.001,14.576,1.028,1.509,35.988,6.004
2016-12-15,3.829,0.019,15.499,11.694,0.813,0.112,28.035,6.243,0.385,0.011,4.539,1.1,0.519,1.385,5.651,0.0,4.214,0.031,20.038,12.794,1.332,1.497,33.686,6.243
2016-12-16,3.19,0.019,15.303,11.352,0.764,0.129,27.574,5.893,0.386,0.011,4.542,1.101,0.52,1.385,5.655,0.0,3.575,0.031,19.845,12.453,1.284,1.514,33.229,5.893
2016-12-17,2.873,0.019,14.416,9.879,0.57,0.129,25.512,5.617,0.386,0.011,4.541,1.101,0.522,1.383,5.655,0.0,3.259,0.03,18.957,10.98,1.092,1.512,31.167,5.617
2016-12-18,2.746,0.019,11.615,5.974,0.551,0.135,19.259,5.452,0.386,0.011,4.538,1.102,0.524,1.38,5.651,0.0,3.132,0.03,16.153,7.076,1.075,1.516,24.91,5.452
2016-12-19,2.41,0.016,9.713,3.939,0.693,0.156,15.259,5.312,0.387,0.011,4.531,1.102,0.526,1.377,5.645,0.0,2.796,0.027,14.243,5.041,1.22,1.533,20.904,5.312
2016-12-20,2.098,0.013,7.163,1.939,0.539,0.158,10.266,5.192,0.387,0.011,4.521,1.102,0.529,1.372,5.635,0.0,2.485,0.024,11.684,3.041,1.068,1.531,15.901,5.192
2016-12-21,1.995,0.012,4.932,0.813,0.453,0.178,6.317,5.01,0.387,0.011,4.509,1.103,0.532,1.367,5.623,0.0,2.382,0.023,9.441,1.916,0.985,1.545,11.94,5.01
2016-12-22,1.856,0.013,4.994,0.837,0.92,0.187,6.419,5.737,0.387,0.011,4.494,1.103,0.536,1.361,5.609,0.0,2.243,0.024,9.488,1.939,1.456,1.548,12.028,5.737
2016-12-23,2.365,0.012,9.175,3.45,1.412,0.186,14.168,6.604,0.387,0.011,4.478,1.103,0.539,1.355,5.592,0.0,2.753,0.023,13.652,4.552,1.951,1.541,19.76,6.604
2016-12-24,2.13,0.012,9.911,4.129,1.0,0.271,15.665,6.254,0.387,0.01,4.459,1.102,0.543,1.347,5.573,0.0,2.517,0.023,14.37,5.231,1.543,1.619,21.238,6.254
2016-12-25,1.816,0.017,7.75,2.329,0.753,0.208,11.375,5.454,0.387,0.01,4.439,1.102,0.547,1.339,5.553,0.0,2.203,0.027,12.189,3.431,1.3,1.547,16.928,5.454
2016-12-26,1.74,0.016,6.785,1.709,0.645,0.2,9.566,5.179,0.387,0.01,4.417,1.102,0.551,1.331,5.53,0.0,2.127,0.026,11.201,2.811,1.196,1.531,15.096,5.179
2016-12-27,1.58,0.015,5.847,1.208,0.588,0.217,7.882,4.972,0.387,0.01,4.393,1.102,0.556,1.322,5.507,0.0,1.967,0.025,10.24,2.31,1.144,1.539,13.389,4.972
2016-12-28,1.572,0.011,5.336,0.977,0.566,0.205,6.998,4.881,0.387,0.009,4.369,1.102,0.56,1.313,5.482,0.0,1.959,0.02,9.705,2.078,1.126,1.518,12.48,4.881
2016-12-29,2.546,0.016,6.322,1.449,0.53,0.237,8.726,4.914,0.387,0.009,4.343,1.101,0.565,1.303,5.456,0.0,2.933,0.026,10.666,2.551,1.095,1.54,14.182,4.914
2016-12-30,1.773,0.016,6.384,1.483,0.449,0.302,8.837,4.755,0.387,0.009,4.317,1.101,0.569,1.293,5.43,0.0,2.159,0.025,10.701,2.584,1.018,1.595,14.267,4.755
2016-12-31,1.49,0.015,5.735,1.155,0.43,0.246,7.686,4.626,0.387,0.009,4.291,1.101,0.574,1.283,5.403,0.0,1.877,0.024,10.026,2.256,1.004,1.528,13.089,4.626
2017-01-01,1.402,0.013,4.808,0.766,0.596,0.232,6.111,4.528,0.387,0.008,4.219,1.1,0.578,1.272,5.331,0.0,1.788,0.021,9.027,1.867,1.174,1.505,11.442,4.528
2017-01-02,1.5,0.012,6.719,1.67,0.616,0.19,9.445,4.686,0.386,0.008,4.192,1.1,0.583,1.262,5.304,0.0,1.887,0.02,10.911,2.77,1.199,1.452,14.749,4.686
2017-01-03,1.639,0.012,8.205,2.66,0.496,0.334,12.252,4.603,0.386,0.008,4.165,1.1,0.587,1.251,5.277,0.0,2.025,0.019,12.371,3.76,1.083,1.585,17.529,4.603
2017-01-04,1.585,0.013,7.201,1.963,0.416,0.275,10.337,4.645,0.386,0.008,4.139,1.1,0.591,1.241,5.25,0.0,1.971,0.021,11.34,3.062,1.007,1.515,15.587,4.645
2017-01-05,1.282,0.012,7.69,2.287,0.346,0.296,11.259,4.483,0.386,0.007,4.113,1.1,0.595,1.23,5.224,0.0,1.668,0.02,11.802,3.386,0.941,1.526,16.483,4.483
2017-01-06,1.254,0.012,6.172,1.371,0.303,0.271,8.457,4.368,0.386,0.007,4.088,1.1,0.599,1.219,5.199,0.0,1.64,0.02,10.259,2.47,0.902,1.49,13.656,4.368
2017-01-07,2.014,0.014,9.55,3.787,0.291,0.285,14.927,4.362,0.385,0.007,4.063,1.1,0.603,1.209,5.174,0.0,2.399,0.021,13.613,4.887,0.893,1.494,20.101,4.362
2017-01-08,1.757,0.015,10.735,4.972,0.275,0.332,17.381,4.318,0.385,0.007,4.04,1.1,0.606,1.199,5.151,0.0,2.142,0.022,14.775,6.072,0.881,1.531,22.532,4.318
2017-01-09,1.385,0.019,9.607,3.84,0.264,0.283,15.043,4.199,0.385,0.007,4.018,1.1,0.609,1.189,5.13,0.0,1.77,0.025,13.625,4.94,0.873,1.472,20.173,4.199
2017-01-10,1.291,0.024,9.543,3.781,0.275,0.238,14.913,4.129,0.385,0.007,3.998,1.1,0.612,1.179,5.11,0.0,1.676,0.031,13.541,4.881,0.886,1.417,20.023,4.129
2017-01-11,1.212,0.024,6.595,1.599,0.276,0.221,9.219,4.05,0.385,0.006,3.98,1.101,0.614,1.17,5.092,0.0,1.597,0.03,10.575,2.7,0.89,1.391,14.311,4.05
2017-01-12,1.024,0.023,4.764,0.75,0.513,0.223,6.037,4.411,0.385,0.006,3.963,1.101,0.616,1.161,5.076,0.0,1.409,0.029,8.727,1.851,1.129,1.384,11.113,4.411
2017-01-13,0.92,0.019,4.85,0.782,0.416,0.244,6.18,4.093,0.385,0.006,3.949,1.102,0.617,1.153,5.063,0.0,1.305,0.025,8.799,1.884,1.033,1.397,11.243,4.093
2017-01-14,0.94,0.014,3.935,0.48,0.303,0.191,4.707,4.034,0.385,0.006,3.937,1.103,0.618,1.146,5.052,0.0,1.325,0.02,7.872,1.583,0.922,1.337,9.759,4.034
2017-01-15,0.899,0.015,3.906,0.472,0.273,0.181,4.662,3.942,0.385,0.006,3.928,1.104,0.619,1.138,5.044,0.0,1.284,0.021,7.834,1.576,0.891,1.32,9.706,3.942
2017-01-16,0.77,0.015,3.873,0.463,0.256,0.175,4.612,3.855,0.385,0.006,3.922,1.105,0.618,1.132,5.038,0.0,1.155,0.021,7.795,1.568,0.875,1.306,9.65,3.855
2017-01-17,0.721,0.014,3.86,0.459,0.238,0.151,4.591,3.795,0.386,0.006,3.918,1.106,0.618,1.124,5.035,0.0,1.106,0.021,7.778,1.565,0.855,1.275,9.626,3.795
2017-01-18,0.903,0.016,3.985,0.495,0.365,0.116,4.786,4.073,0.387,0.006,3.916,1.107,0.616,1.117,5.034,0.0,1.29,0.023,7.901,1.602,0.981,1.233,9.82,4.073
2017-01-19,1.926,0.034,10.057,4.272,3.856,0.278,15.966,11.838,0.389,0.006,3.916,1.107,0.615,1.109,5.035,0.0,2.314,0.04,13.973,5.379,4.47,1.387,21.001,11.838
2017-01-20,0.942,0.04,11.25,5.546,1.029,1.164,18.476,7.132,0.391,0.006,3.918,1.108,0.612,1.101,5.038,0.0,1.333,0.047,15.168,6.654,1.642,2.265,23.514,7.132
2017-01-21,0.836,0.025,6.682,1.649,0.579,0.513,9.378,5.853,0.394,0.006,3.922,1.108,0.61,1.092,5.042,0.0,1.23,0.031,10.604,2.757,1.188,1.606,14.42,5.853
2017-01-22,12.644,0.032,22.526,27.929,4.807,0.243,45.61,29.861,0.396,0.007,3.927,1.109,0.606,1.084,5.048,0.0,13.041,0.038,26.454,29.038,5.414,1.326,50.658,29.861
2017-01-23,11.374,0.03,31.093,59.151,3.098,0.548,69.381,22.811,0.4,0.007,3.934,1.109,0.603,1.075,5.055,0.0,11.774,0.037,35.027,60.259,3.701,1.623,74.436,22.811
2017-01-24,5.29,0.032,16.832,14.17,1.484,0.23,31.212,14.456,0.403,0.007,3.942,1.109,0.599,1.066,5.063,0.0,5.693,0.038,20.773,15.279,2.083,1.296,36.275,14.456
2017-01-25,3.233,0.028,12.52,7.114,1.306,0.181,21.234,11.397,0.407,0.007,3.95,1.109,0.595,1.057,5.072,0.0,3.64,0.035,16.47,8.223,1.9,1.238,26.306,11.397
